,location,latitude,longitude,country
407,"Pennsylvania, United States",40.9699889,-77.7278831,United States
408,"New Mexico, United States",34.5708167,-105.993007,United States
409,"Andalucía, Valle del Cauca, Colombia",4.1694199,-76.1670623,Colombia
410,"Altmar, New York, United States",43.511877,-76.000756,United States
411,"Narva, Estonia",59.3766729,28.1921457,Eesti
412,"Anina 325100, Romania",45.0880712,21.853167,România
413,"Paradise, NL, Canada",47.5255933,-52.8724145,Canada
414,"Okanogan, WA 98840, USA",48.5158513,-119.6527477,United States
415,"Wormleysburg, PA, USA",40.2628669,-76.913863,United States
416,"Antofagasta, Antofagasta, Región de Antofagasta, Chile",-23.6463741,-70.3980033,Chile
417,"20800 Zarauz, Gipuzkoa, España",43.28272626,-2.170197555,España
418,"Downtown, FL, USA",27.7709575,-82.6392976,United States
419,"Apple Valley, California, EE. UU.",34.5008311,-117.1858759,United States
420,"San José, Frailes, Costa Rica",9.7497107,-84.0595744,Costa Rica
421,"Rosh Piná, Israel",32.968215,35.5438245,ישראל
422,"Lake Odessa, MI 48849, USA",42.7847564,-85.1383367,United States
423,"Horn Lake, MS, USA",34.9553719,-90.0348139,United States
424,"Kents Store, VA 23084, USA",37.8793086,-78.1288898,United States
425,"Szczekociny, Poland",50.6259216,19.8194681,Polska
426,"Crawley, UK",51.1103444,-0.1801094,United Kingdom
427,"Los Angeles, CA 90046, USA",34.0536909,-118.242766,United States
428,"Oldsmar, FL, USA",28.0341847,-82.6650992,United States
429,"West Mifflin, PA, USA",40.3634026,-79.8664375,United States
430,"Croydon, UK",51.3713049,-0.101957,United Kingdom
431,"Neuquen, Neuquen, Argentina",-38.9519679,-68.0591741,Argentina
432,"670 41 Koppom, Sweden",59.7031557,12.1494597,Sverige
433,"Ashford, Ashford, Kent, UK",51.1467137,0.870391156,United Kingdom
434,"Sudbury, ON, Canada",46.49272,-80.991211,Canada
435,"Mechanicsville, MD 20659, USA",38.4429021,-76.7438544,United States
436,"Calbuco, Región de los Lagos, Chile",-41.7712143,-73.1275379,Chile
437,"Fort Worth, TX 76120, USA",32.67959175,-97.28771804,United States
438,Coloda,42.637486,46.365841,Россия
439,"Bronson, MI 49028, USA",41.8722716,-85.1946963,United States
440,"Mississauga, ON, Canada",43.5896231,-79.6443879,Canada
441,"Chaniotis 630 85, Greece",40.0010968,23.5751885,Ελλάς
442,"20094 Corsico, Metropolitan City of Milan, Italy",45.4358293,9.095644669,Italia
443,"Martinsville, VA, USA",36.6915262,-79.8725386,United States
444,"Bogota, Colombia",4.6534649,-74.0836453,Colombia
445,"Noida, Uttar Pradesh, India",28.5707841,77.3271074,India
446,"14900 Lucena, Córdoba, España",37.41037748,-4.48682705,España
447,"Vinton, VA 24179, USA",37.2809707,-79.8969819,United States
448,"Esperanza, República Dominicana",19.6277687,-70.95965613,República Dominicana
449,"Georgetown, Guyana",6.8137426,-58.1624465,Guyana
450,"Moralzarzal, Madrid, España",40.6791436,-3.9720985,España
451,"Vernon Hills, IL, USA",42.2204892,-87.9803604,United States
452,"Washington DC, United States",38.8950368,-77.0365427,United States
453,"Sardinia, OH 45171, USA",39.0078448,-83.8085377,United States
454,"Belgrade, MT 59714, USA",45.773279,-111.184535,United States
455,"Edison, OH 43320, USA",40.5575598,-82.862403,United States
456,"Lubeca, Germany",53.866444,10.684738,Deutschland
457,"Kingstown, St Vincent and the Grenadines",13.1533943,-61.22287947,Saint Vincent and the Grenadines
458,"Independencia, Peru",-9.4752071,-77.49550044,Perú
459,"Montana, United States",47.3752671,-109.638757,United States
460,"Tula de Allende, Hgo., México",20.0489487,-99.37295616,México
461,"Megargel, TX 76370, USA",33.4509353,-98.924511,United States
462,"Shelby, MI 49455, USA",43.608619,-86.363963,United States
463,"Preston, Preston, Lancashire, UK",53.7552898,-2.7071573,United Kingdom
464,"Isla de la Juventud, Cuba",21.69109755,-82.81558556,Cuba
465,"Marianna, FL, USA",30.7743596,-85.2268735,United States
466,"San Nicolás de los Garza, N.L., México",25.73584235,-100.2664945,México
467,"'s-Hertogenbosch, Netherlands",51.6889387,5.303116,Nederland
468,"11140 Conil, Cádiz, España",36.27887357,-6.090351003,España
469,"Trujillo 3150, Trujillo, Venezuela",9.3688567,-70.4334599,Venezuela
470,"Auburn Hills, MI, USA",42.6875323,-83.2341028,United States
471,"Tunceli, 62000 Tunceli Merkez/Tunceli, Turkey",39.1060641,39.5482693,Türkiye
472,"Antolín del Campo, Nueva Esparta, Venezuela",11.1239787,-63.85825442,Venezuela
473,"Lobito, Angola",-12.3506867,13.5464318,Angola
474,"Livingston, TN 38570, USA",36.3833961,-85.3230221,United States
475,"Huimanguillo, Tabasco, Mexico",17.7620967,-93.66344081,México
476,"Putnam, CT, USA",41.9153094,-71.9092563,United States
477,"Ravensburg, Germany",47.7811014,9.612468,Deutschland
478,"Roma, Texas 78584, EE. UU.",26.4070669,-99.0055462,United States
479,"Yayantique, El Salvador",13.4490898,-88.0226642,El Salvador
480,"Nevada, United States",39.5158825,-116.8537227,United States
481,"03420 Castalla, Alicante, España",38.56678222,-0.637008233,España
482,"Beaverton, OR, USA",45.4871723,-122.80378,United States
483,"Lincoln, RI, USA",41.9529237,-71.4663863,United States
484,"Jacksonville, Florida, EE. UU.",30.3321838,-81.655651,United States
485,"Agrinio, Greece",38.6248275,21.4094206,Ελλάς
486,"Shepperton, UK",51.3957695,-0.448532,United Kingdom
487,"Idaho Falls, United States",43.4887907,-112.03628,United States
488,"Appleton, Wisconsin, United States",44.2613967,-88.4069744,United States
489,"Villa de Leyva, Boyacá, Colombia",5.6619877,-73.5283801,Colombia
490,"Elmira, NY, USA",42.0897965,-76.8077338,United States
491,"Hazel Green, KY 41332, USA",37.797587,-83.4165715,United States
492,"Piketon, OH, USA",39.0681252,-83.0143443,United States
493,"Solana Beach, CA, USA",32.9905597,-117.269131,United States
494,"Charleroi, PA 15022, USA",40.1378499,-79.8981035,United States
495,"Oldtown, ID 83822, USA",48.1787944,-117.0379802,United States
496,"Jaraguá do Sul - SC, Brazil",-26.4897432,-49.0778063,Brasil
497,"Barnegat Township, NJ, USA",39.7531754,-74.2229179,United States
498,"Würtingen, 72813 St. Johann, Germany",48.4533089,9.3412774,Deutschland
499,"San Germán, Puerto Rico",18.0808972,-67.0408635,United States
500,"Akhisar, Akhisar/Manisa, Turkey",38.9240528,27.8401895,Türkiye
501,"Bronx County, NY, EE. UU.",40.8506558,-73.8665241,United States
502,"Wayland, IA 52654, USA",41.1472063,-91.6608311,United States
503,"Guanacaste, Costa Rica",10.37884405,-85.43382875,Costa Rica
504,"Long Mountain, Mauritius",-20.1510278,57.5722893,Mauritius
505,"Pleasant Grove, Utah, United States",40.3640349,-111.7386884,United States
506,"Matawan, New Jersey",40.41483,-74.2295891,United States
507,"DeBary, FL 32713, USA",28.8830604,-81.3088385,United States
508,"Colorado Spring, Colorado, United States",40.53864245,-105.1261301,United States
509,"Iwakura, Aichi Prefecture, Japan",35.274632,136.870713,日本
510,"Rivne, Rivne Oblast, Ukraine",50.6196175,26.2513165,Україна
511,"Decatur, GA, USA",30.8736613,-84.5740953,United States
512,"Taylors, SC, USA",34.90869135,-82.29585133,United States
513,"Gurabo, Gurabo, Puerto Rico",18.2651777,-65.988759,United States
514,"Iron City, TN 38463, USA",35.0239716,-87.5814133,United States
515,"The Dalles, OR 97058, USA",45.6015056,-121.1841587,United States
516,"Majorca, Spain",39.613432,2.880353636,España
517,"Grantham, UK",52.9133829,-0.6426582,United Kingdom
518,"Six Mile Run, PA 16679, USA",40.8915916,-78.1174644,United States
519,"Salamanca, Coquimbo Region, Chile",-31.7804674,-70.9649896,Chile
520,"Califonia, United States",37.5321185,-121.9199408,United States
521,"Rison, AR 71665, USA",33.9585114,-92.1901577,United States
522,"Bokoshe, OK 74930, USA",35.1888272,-94.7895702,United States
523,"Worton, MD 21678, USA",39.2745539,-76.0921701,United States
524,"Buncrana, Co. Donegal, Ireland",55.1353624,-7.453109,Éire / Ireland
525,"Astorga, León, España",42.4553555,-6.0529025,España
526,"55000 Artigas, Uruguay",-30.43956665,-56.53683382,Uruguay
527,"Shkodër, Albania",42.0681371,19.5121437,Shqipëria
528,"Detroit Lakes, MN, USA",46.817181,-95.845325,United States
529,"Dowagiac, MI 49047, USA",41.9842123,-86.1086228,United States
530,"Viña del Mar, Viña del Mar, Región de Valparaíso, Chile",-33.0263663,-71.5518545,Chile
531,"Listowel, Co. Kerry, Ireland",52.4472298,-9.4846811,Éire / Ireland
532,"Moreno, Provincia de Buenos Aires, Argentina",-34.6396556,-58.7898326,Argentina
533,"Limón, Guápiles, Costa Rica",10.2131273,-83.79290982,Costa Rica
534,"Dexter, MO 63841, USA",36.7932594,-89.9532508,United States
535,"Guanarito, Portuguesa, Venezuela",8.6977467,-69.2074951,Venezuela
536,"Victorville, California, EE. UU.",34.5361067,-117.2911565,United States
537,"Hanover, MD 21076, USA",39.1928853,-76.7241371,United States
538,"Rincón de la Victoria, Málaga, Spain",36.7162109,-4.2793767,España
539,"Morelos, México",18.75,-99,México
540,"Queens County, NY, USA",40.7135078,-73.8283132,United States
541,"Underwood, IN 47177, USA",38.6036712,-85.7744112,United States
542,"Formosa Province, Argentina",-38.9464818,-68.0349367,Argentina
543,"Pemberville, OH 43450, USA",41.4108855,-83.46104,United States
544,"23440 Baeza, Jaén, Spain",37.99509579,-3.4707839,España
545,"Dover, PA 17315, USA",40.0014489,-76.8473307,United States
546,"Ella, Sri Lanka",6.8736058,81.0489927,ශ්‍රී ලංකාව இலங்கை
547,"Charlotte, NC 28262, USA",35.3107104,-80.745231,United States
548,"Monte Grande, Buenos Aires, Argentina",-34.8192731,-58.4664257,Argentina
549,"Antigua Guatemala, Antigua Guatemala, Guatemala",14.5589875,-90.7333258,Guatemala
550,"Bintulu, Sarawak, Malaysia",3.1874261,113.0472803,Malaysia
551,"North Hills, Los Angeles, CA, EE. UU.",34.2429575,-118.4854081,United States
552,"Atzalán, Ver., Mexico",19.9052785,-97.09776011,México
553,"Dadeville, AL, USA",32.831238,-85.7635692,United States
554,"Los Andes, Región de Valparaíso, Chile",-32.8336867,-70.5981609,Chile
555,"Ilha de São Francisco do Sul, Brazil",-26.3084427,-48.62954917,Brasil
556,"Castelli, Chaco, Argentina",-25.4551276,-62.7128792,Argentina
557,"Victoria Peak, The Peak, Hong Kong",22.275311,114.1440302,中国
558,"Pando, Uruguay",-34.721323,-55.959447,Uruguay
559,"Suwon-si, Gyeonggi-do, South Korea",37.2633325,127.0287472,대한민국
560,"Highland, CA, USA",34.11213,-117.1807973,United States
561,"Colíder - MT, Brazil",-10.8094999,-55.4540386,Brasil
562,"Kona, HI, USA",19.6472213,-155.9966428,United States
563,"Fowler Township, OH, USA",40.994001,-81.551488,United States
564,"Stuttgart, AR 72160, USA",34.5003748,-91.5526281,United States
565,"Puerto Cortes, Honduras",15.851465,-87.9426681,Honduras
566,"Puerto La Cruz, Venezuela",10.205417,-64.632211,Venezuela
567,"Berazategui, Buenos Aires Province, Argentina",-34.7632677,-58.2116604,Argentina
568,"Ware Shoals, SC, USA",34.3983739,-82.2467121,United States
569,"Trenton, GA 30752, USA",34.8757235,-85.50855024,United States
570,"Oulu, Finland",65.0118734,25.4716809,Suomi / Finland
571,"Baton Rouge, LA, USA",30.4507936,-91.1391153,United States
572,"San Telmo, Autonomous City of Buenos Aires, Argentina",-34.6214013,-58.37375,Argentina
573,"Kingsville, MO 64061, USA",38.7430659,-94.0699427,United States
574,"San José Province, San José, Costa Rica",9.9325427,-84.0795782,Costa Rica
575,"Piqua, OH 45356, USA",40.1447732,-84.2424449,United States
576,"Greensboro, North Carolina, United States",36.0726355,-79.7919754,United States
577,"Arraijan, Panama",8.98985635,-79.67932667,Panamá
578,"Windham, ME, USA",43.7894155,-70.4083434,United States
579,"Jaffrey, NH, USA",42.8143095,-72.0220578,United States
580,"Pembroke Pines, FL, USA",26.0031465,-80.223937,United States
581,"Sewell, Mantua Township, NJ 08080, USA",39.7665029,-75.1443435,United States
582,"Las Choapas, Ver., México",17.56348585,-93.94000864,México
583,"Las Condes, Santiago Metropolitan Region, Chile",-33.4247879,-70.51749761,Chile
584,"Worcester, Massachusetts, EE. UU.",42.2625621,-71.8018877,United States
585,"High Wycombe, High Wycombe, Buckinghamshire, UK",51.6293727,-0.7445773,United Kingdom
586,"Ajijic, JAL, Mexico",20.3001977,-103.2619347,México
587,"Barron, WI 54812, USA",45.4013471,-91.8490626,United States
588,"Tunja, Boyacá, Colombia",5.5324313,-73.3616014,Colombia
589,"Hoopa, CA 95546, USA",41.064039,-123.685687,United States
590,"Puertollano, Ciudad Real, Spain",38.6852161,-4.1111749,España
591,"Plymouth, MI 48170, USA",42.3712,-83.4675021,United States
592,"98617 Meiningen, Germany",50.56653249,10.40752566,Deutschland
593,"Bristol, PA, USA",40.1229002,-74.86447058,United States
594,"Gallatin, TN 37066, USA",36.3883031,-86.4475898,United States
595,"Spring Branch, TX 78070, USA",29.8899389,-98.4252957,United States
596,"Hill AFB, UT 84056, USA",41.13343815,-111.9965267,United States
597,"Crowley, LA, USA",38.3394806,-103.8263042,United States
598,"Sandton, South Africa",-26.0682406,28.0479844,South Africa
599,Chernigov,51.494099,31.294332,Україна
600,"Davis, Oklahoma, United States",34.5034796,-97.1188924,United States
601,"Manosque, France",43.8338026,5.7826657,France
602,"Mo i Rana, Norway",66.3110969,14.1386991,Norge
603,"Chervonohrad, Lviv Oblast, Ukraine",50.3940701,24.239616,Україна
604,"34454 Arolsen, Germany",51.37577268,9.014818353,Deutschland
605,"North Highlands, CA, USA",38.6710975,-121.3879538,United States
606,"56430 Néant-sur-Yvel, France",48.0128166,-2.327677,France
607,"Envigado, Antioquia, Colombia",6.1701348,-75.587415,Colombia
608,"Crook DL15, UK",54.7338716,-1.7443444,United Kingdom
609,"Omoa, Honduras",15.7739278,-88.0382614,Honduras
610,"Gilmanton, NH, USA",43.425497,-71.414566,United States
611,"La Elipa, 28017 Madrid, España",40.4269992,-3.6494651,España
612,"Ivyland, PA 18974, USA",40.2078863,-75.0726707,United States
613,"San José Province, Santa Ana, Costa Rica",9.9451862,-84.1950272,Costa Rica
614,"39300 Torrelavega, Cantabria, España",43.34895422,-4.048908078,España
615,"Hartford, Connecticut",41.764582,-72.6908547,United States
616,"Tijuana, Baja California, Mexico",32.5010188,-116.964662,México
617,"Southington, OH 44470, USA",41.308389,-80.955924,United States
618,"Bourbonnais, IL 60914, USA",41.1639309,-87.8839693,United States
619,"La Calera, Cundinamarca, Colombia",4.7201219,-73.9689086,Colombia
620,"Olon, Ecuador",-1.7981529,-80.7582034,Ecuador
621,"Brownsville, TX, USA",25.9140277,-97.4890879,United States
622,"Oostkamp, Belgium",51.1532024,3.2344535,België / Belgique / Belgien
623,"Summit, SC, USA",33.6871457,-78.9449068,United States
624,"Mazarrón, Murcia, España",37.5986534,-1.3138511,España
625,"Imus, Cavite, Philippines",14.4290116,120.9365911,Pilipinas / Philippines
626,"Frisco, Colorado, EE. UU.",39.5744299,-106.0975196,United States
627,"Aberdeen, SD 57401, USA",45.4649805,-98.487813,United States
628,"Frostburg, MD 21532, USA",39.6581425,-78.928357,United States
629,"Paradiso, Switzerland",45.9897313,8.9461979,Schweiz/Suisse/Svizzera/Svizra
630,"Catskill, United States",42.2173102,-73.8645734,United States
631,"Lapu-Lapu City, Cebu, Philippines",10.33668425,123.9020652,Pilipinas / Philippines
632,"Talca, Talca, Maule Region, Chile",-35.4266305,-71.6661153,Chile
633,"Leigh, UK",53.4960455,-2.5171495,United Kingdom
634,"Aurora, Colorado, EE. UU.",39.7405111,-104.8309947,United States
635,"El Plateado, Argelia, Cauca, Colombia",2.4673494,-77.23970635,Colombia
636,Switzerland,46.7985624,8.2319736,Schweiz/Suisse/Svizzera/Svizra
637,"Fredrikstad, Norway",59.18620125,10.86802411,Norge
638,"San Miguelito, Panamá",9.0551061,-79.4933063,Panamá
639,"Azuay, Ecuador",-3.0524451,-79.2395135,Ecuador
640,"Jakarta, Special Capital Region of Jakarta, Indonesia",-6.1932157,106.7172725,Indonesia
641,"Riesel, TX 76682, USA",31.4748925,-96.9233257,United States
642,"Pittsfield, IL 62363, USA",39.6078254,-90.805129,United States
643,"Sellers, SC 29592, USA",34.2837704,-79.4728307,United States
644,"Dalaguete, Cebu, Philippines",9.7619073,123.5334094,Pilipinas / Philippines
645,"Kakinada, Andhra Pradesh, India",17.1213126,82.1842248,India
646,"Bakhmut, Donetsk Oblast, Ukraine",48.5894123,38.0020994,Україна
647,"Tamensourt, Morocco",31.7169741,-8.2392378,Maroc / ⵍⵎⵖⵔⵉⴱ / المغرب
648,"39609 Camargo, Cantabria, Spain",43.41233514,-3.8731739,España
649,"Mechanicville, NY 12118, USA",42.9028547,-73.6873405,United States
650,"Petropavl 150000, Kazakhstan",54.8668104,69.1334984,Қазақстан
651,"Granbury, TX 76049, USA",32.4407788,-97.7926088,United States
652,"Haskovo, Bulgaria",41.763101,25.92562551,Бългaрия
653,"Morgues, 28200 Ozoir-le-Breuil, France",48.0300722,1.4436109,France
654,"Arauca, Colombia",6.7940425,-70.4961622,Colombia
655,"Buenos Aires, Argentina",-34.6075682,-58.4370894,Argentina
656,"San Jose, California, United States",37.3361663,-121.890591,United States
657,"Mexico City, Mexico City, Mexico",19.4239552,-99.1757289,México
658,"Dearborn Heights, MI, USA",42.3369816,-83.2732627,United States
659,"Camden, AR 71701, USA",33.5845582,-92.8343294,United States
660,"Sao Paolo, Brazil",-23.5506507,-46.6333824,Brasil
661,"Davenport, FL, USA",28.1614046,-81.6017417,United States
662,"Prince George, VA, USA",37.1815024,-77.2153144,United States
663,"Westland, MI, USA",42.3238056,-83.4005321,United States
664,"Thousand Oaks, CA, USA",34.1705609,-118.8375937,United States
665,"Pasto, Narino, Colombia",1.2146013,-77.2782755,Colombia
666,"Pescara, Italy",42.3102619,13.95759011,Italia
667,"Aalst, Belgium",50.9383226,4.0392147,België / Belgique / Belgien
668,"Sarajevo, Bosnia and Herzegovina",43.8519774,18.3866868,Bosna i Hercegovina / Босна и Херцеговина
669,"Fort Lauderdale, Florida 33324, EE. UU.",26.12493285,-80.13793328,United States
670,"Provincia de Limón, Siquirres, Costa Rica",10.1458592,-83.5649681,Costa Rica
671,"08490 Tordera, Barcelona, Spain",41.69358301,2.722282718,España
